MSE,SSIM,PSNR,Correlation
0.040420,0.997585,0.620649,0.760299
0.055379,0.995833,0.606974,0.730426
0.075731,0.997448,0.593381,0.587132
0.068307,0.995880,0.597862,0.671698
0.031129,0.998783,0.631991,0.765879
0.032227,0.998749,0.630486,0.761765
0.037269,0.996694,0.624174,0.836529
0.062555,0.996775,0.601682,0.678586
0.017593,0.999359,0.656775,0.881060
0.047642,0.997862,0.613509,0.759371
