MSE,SSIM,PSNR,Correlation
0.022921,0.998988,0.645285,0.869206
0.044991,0.998037,0.615995,0.777106
0.050337,0.997709,0.611119,0.697355
0.062400,0.994445,0.601790,0.722021
0.044574,0.997526,0.616400,0.739050
0.034229,0.998679,0.627868,0.745726
0.038996,0.997356,0.622206,0.804853
0.052660,0.996921,0.609160,0.735912
0.014113,0.999525,0.666345,0.905841
0.022109,0.999114,0.646851,0.890241
