MSE,SSIM,PSNR,Correlation
0.023651,0.998989,0.643924,0.865039
0.053078,0.996790,0.608816,0.736250
0.058308,0.997629,0.604735,0.684787
0.035827,0.998421,0.625887,0.840347
0.041946,0.998107,0.619039,0.725589
0.043594,0.997947,0.617365,0.663846
0.027923,0.998355,0.636712,0.864971
0.049510,0.997890,0.611839,0.759740
0.022243,0.998922,0.646589,0.863765
0.026828,0.998532,0.638448,0.875088
