MSE,SSIM,PSNR,Correlation
0.051989,0.996069,0.609717,0.692773
0.084562,0.993426,0.588590,0.546446
0.040319,0.998562,0.620757,0.771074
0.044290,0.997860,0.616678,0.797025
0.036151,0.998605,0.625496,0.718894
0.037514,0.998452,0.623889,0.722740
0.027274,0.998052,0.637734,0.870482
0.052678,0.996812,0.609145,0.739311
0.021263,0.999200,0.648545,0.858362
0.048357,0.997893,0.612862,0.751373
