MSE,SSIM,PSNR,Correlation
0.041459,0.997537,0.619546,0.753957
0.056760,0.996673,0.605904,0.715812
0.057443,0.997664,0.605384,0.692912
0.040972,0.997489,0.620059,0.814013
0.031725,0.998414,0.631168,0.793256
0.055200,0.997285,0.607114,0.549134
0.025467,0.998999,0.640710,0.873463
0.039527,0.998253,0.621618,0.804584
0.019037,0.999277,0.653348,0.870581
0.031739,0.998093,0.631148,0.846580
