MSE,SSIM,PSNR,Correlation
0.040261,0.997875,0.620820,0.760218
0.032498,0.998525,0.630122,0.842107
0.070893,0.996628,0.596248,0.638570
0.082641,0.994990,0.589588,0.585155
0.036148,0.998014,0.625499,0.771678
0.025530,0.999202,0.640604,0.813285
0.037980,0.997633,0.623353,0.810540
0.046865,0.997749,0.614223,0.762498
0.029243,0.998614,0.634705,0.820944
0.045914,0.997985,0.615114,0.765878
