12,128,10,1500,90.27460807510165
12,128,10,2000,75.87094920166201
12,128,10,2500,87.36497813129553
12,128,10,3000,96.80632183859939
12,128,10,3500,93.96472550137341
12,128,10,4000,101.39116031007326
12,128,10,4500,82.54551592356405
12,128,20,1500,86.49008194671067
12,128,20,2000,81.52725013815711
12,128,20,2500,95.34677795703013
12,128,20,3000,94.43933895102226
12,128,20,3500,92.61765273433525
12,128,20,4000,89.98697825652398
12,128,20,4500,101.57130245027088
18,128,10,1500,266.6423465416037
18,128,10,2000,123.35102050078665
18,128,10,2500,85.94620456609024
18,128,10,3000,107.04657588742509
18,128,10,3500,117.17088302994182
18,128,10,4000,85.10310627735218
18,128,10,4500,91.04380879056922
18,128,10,5000,267.7629539569714
18,128,10,5500,269.47656980999164
18,128,10,6000,258.66940302485136
18,128,10,6500,271.254309350555
18,128,10,7000,271.94498962613085
18,128,10,7500,113.06765539480747
18,128,10,8000,112.02576443833289
18,128,10,8500,77.82151276866765
18,128,10,9000,101.62326999632215
18,128,10,10000,107.11202319248999
18,128,10,10500,122.97185138657662
18,128,10,11000,99.36312519927871
18,128,10,11500,92.23855993590556
18,128,10,12000,263.5899263026975
18,128,10,12500,270.4895821383486
18,128,10,13000,101.35975787257067
