MSE,SSIM,PSNR,Correlation
0.028947,0.998149,0.635148,0.839035
0.053467,0.996633,0.608500,0.736227
0.041025,0.998528,0.620003,0.771457
0.042834,0.997081,0.618129,0.814367
0.039519,0.998129,0.621628,0.725350
0.024285,0.998881,0.642774,0.827602
0.031115,0.997211,0.632011,0.862380
0.049059,0.997507,0.612236,0.754076
0.021168,0.999103,0.648739,0.856600
0.033068,0.998514,0.629367,0.831335
