MSE,SSIM,PSNR,Correlation
0.049585,0.997464,0.611773,0.702297
0.069745,0.997081,0.596957,0.644816
0.068261,0.994714,0.597891,0.742041
0.046465,0.997223,0.614596,0.789977
0.040060,0.998540,0.621037,0.688445
0.032570,0.998832,0.630026,0.762392
0.032117,0.997858,0.630635,0.842766
0.069026,0.996272,0.597407,0.645423
0.027060,0.998813,0.638076,0.812010
0.028670,0.998835,0.635565,0.862869
