MSE,SSIM,PSNR,Correlation
0.042455,0.998311,0.618516,0.759335
0.030691,0.998592,0.632607,0.851890
0.059158,0.997189,0.604106,0.693837
0.033622,0.997780,0.628646,0.855462
0.056690,0.997605,0.605957,0.571228
0.077853,0.996591,0.592180,0.418446
0.049793,0.995813,0.611592,0.749186
0.071273,0.995591,0.596016,0.622235
0.029489,0.998975,0.634341,0.793909
0.050025,0.997661,0.611389,0.775103
