MSE,SSIM,PSNR,Correlation
0.055465,0.997770,0.606906,0.672194
0.089446,0.994303,0.586152,0.518831
0.065850,0.995626,0.599452,0.705359
0.085451,0.995917,0.588136,0.602041
0.033978,0.998867,0.628188,0.716910
0.037214,0.998454,0.624238,0.722181
0.032266,0.998011,0.630434,0.839285
0.049363,0.998022,0.611968,0.759132
0.010408,0.999626,0.679569,0.931593
0.025854,0.998990,0.640055,0.872157
