MSE,SSIM,PSNR,Correlation
0.056034,0.995830,0.606463,0.655564
0.049888,0.996276,0.611509,0.766014
0.054683,0.997853,0.607523,0.679256
0.044177,0.997726,0.616789,0.796460
0.041114,0.998435,0.619909,0.682612
0.019665,0.999335,0.651938,0.859935
0.027446,0.997640,0.637461,0.880830
0.037336,0.998075,0.624095,0.816548
0.021441,0.998993,0.648185,0.864210
0.041811,0.997621,0.619179,0.824760
