MSE,SSIM,PSNR,Correlation
0.050541,0.997715,0.610944,0.675461
0.061192,0.996729,0.602638,0.680270
0.061949,0.996813,0.602105,0.572977
0.057231,0.996478,0.605545,0.759578
0.047313,0.997132,0.613810,0.545408
0.040076,0.998405,0.621019,0.689135
0.052446,0.996477,0.609337,0.727881
0.063435,0.996363,0.601075,0.660774
0.041923,0.997826,0.619063,0.683837
0.070972,0.996631,0.596199,0.573697
