MSE,SSIM,PSNR,Correlation
0.022701,0.998749,0.645703,0.872722
0.048786,0.997861,0.612478,0.760024
0.072059,0.994738,0.595539,0.730318
0.060223,0.994101,0.603331,0.751564
0.065705,0.997015,0.599548,0.582325
0.056421,0.997774,0.606164,0.614932
0.035610,0.998199,0.626151,0.818175
0.057820,0.996998,0.605100,0.709071
0.027722,0.998934,0.637025,0.826483
0.042143,0.997998,0.618835,0.813360
