MSE,SSIM,PSNR,Correlation
0.022728,0.999240,0.645652,0.869518
0.073254,0.994561,0.594825,0.618378
0.066947,0.995886,0.598735,0.700517
0.065915,0.996582,0.599410,0.713444
0.050924,0.998251,0.610616,0.597283
0.048703,0.997879,0.612552,0.628853
0.039292,0.997941,0.621877,0.797958
0.077373,0.995107,0.592449,0.589323
0.028831,0.998790,0.635322,0.819489
0.039658,0.997999,0.621475,0.795755
