MSE,SSIM,PSNR,Correlation
0.031660,0.998610,0.631256,0.816012
0.048857,0.997625,0.612415,0.758190
0.049451,0.998194,0.611891,0.719447
0.051829,0.996873,0.609851,0.764563
0.041644,0.998160,0.619352,0.717941
0.028785,0.998935,0.635392,0.791464
0.027817,0.998839,0.636877,0.860814
0.053016,0.997825,0.608867,0.736807
0.016236,0.999278,0.660261,0.897057
0.021574,0.998957,0.647914,0.894336
