MSE,SSIM,PSNR,Correlation
0.040465,0.998358,0.620600,0.757347
0.073671,0.996169,0.594578,0.610871
0.071311,0.993876,0.595992,0.720671
0.038433,0.998110,0.622838,0.825553
0.045565,0.996964,0.615445,0.753413
0.049478,0.997682,0.611867,0.691870
0.033343,0.998128,0.629007,0.830985
0.066908,0.996869,0.598760,0.659434
0.036931,0.998375,0.624568,0.786279
0.044980,0.998032,0.616007,0.782268
