MSE,SSIM,PSNR,Correlation
0.038268,0.998040,0.623024,0.773156
0.069883,0.995298,0.596871,0.640423
0.044560,0.998063,0.616413,0.781671
0.056163,0.996845,0.606363,0.737194
0.051193,0.997784,0.610387,0.659521
0.042412,0.998142,0.618559,0.672213
0.035595,0.996754,0.626169,0.833426
0.075897,0.996584,0.593286,0.606575
0.021353,0.998924,0.648362,0.856655
0.038179,0.998017,0.623125,0.808158
