MSE,SSIM,PSNR,Correlation
0.039245,0.997891,0.621930,0.768664
0.039959,0.998038,0.621146,0.806241
0.046523,0.997743,0.614541,0.766985
0.073699,0.993891,0.594562,0.654970
0.040307,0.997521,0.620770,0.758096
0.043872,0.998425,0.617089,0.681580
0.026484,0.998443,0.639010,0.871617
0.066590,0.996117,0.598967,0.658303
0.026813,0.998938,0.638474,0.821064
0.030103,0.998629,0.633446,0.849450
