MSE,SSIM,PSNR,Correlation
0.041864,0.997154,0.619124,0.752539
0.052526,0.996392,0.609271,0.743275
0.047539,0.998333,0.613603,0.729131
0.056115,0.997282,0.606400,0.735223
0.030005,0.998595,0.633589,0.779573
0.019016,0.999278,0.653397,0.867201
0.028196,0.998468,0.636290,0.861614
0.045191,0.997958,0.615802,0.774203
0.024908,0.998735,0.641674,0.847506
0.032619,0.998320,0.629960,0.836104
