MSE,SSIM,PSNR,Correlation
0.049260,0.997781,0.612058,0.685206
0.059943,0.996775,0.603534,0.687643
0.059668,0.996941,0.603734,0.593902
0.056046,0.996624,0.606454,0.763881
0.046639,0.997146,0.614433,0.557000
0.041526,0.998310,0.619476,0.674812
0.054476,0.996396,0.607687,0.707181
0.065102,0.996266,0.599949,0.645106
0.044189,0.997687,0.616777,0.661332
0.069682,0.996662,0.596996,0.584406
