MSE,SSIM,PSNR,Correlation
0.045135,0.997168,0.615857,0.730084
0.056338,0.996112,0.606228,0.718804
0.082013,0.996882,0.589920,0.594709
0.065728,0.992989,0.599533,0.717943
0.050020,0.997871,0.611394,0.674400
0.058663,0.996710,0.604472,0.648041
0.037246,0.998116,0.624200,0.810129
0.058307,0.996604,0.604736,0.703044
0.027766,0.998814,0.636957,0.838943
0.018260,0.999340,0.655159,0.909987
