MSE,SSIM,PSNR,Correlation
0.053781,0.997405,0.608245,0.677996
0.041490,0.998545,0.619514,0.800840
0.123346,0.994432,0.572195,0.375786
0.071584,0.993614,0.595826,0.670904
0.049539,0.996872,0.611813,0.718898
0.054002,0.998038,0.608067,0.593579
0.065550,0.993090,0.599651,0.670818
0.064874,0.995909,0.600101,0.666710
0.019297,0.999290,0.652760,0.869828
0.031435,0.998827,0.631567,0.843193
